complaint_hour,fraud_amount,fraud_type,victim_district,withdrawal_lat,withdrawal_lon,hours_to_withdrawal,risk_score,cluster_id
15,50000,UPI,Bangalore,12.9435,77.6291,3.78,50.0,1
14,50000,Debit,Hubli,12.9345,77.6079,3.04,50.0,1
22,15000,Debit,Mangalore,12.9759,77.5967,1.93,35.0,0
21,10000,Debit,Hubli,12.9127,77.5972,2.55,30.0,3
10,15000,UPI,Hubli,12.9492,77.7105,2.77,15.0,4
14,50000,Debit,Mysore,12.9596,77.7068,3.01,50.0,4
10,100000,CreditCard,Hubli,12.9719,77.5949,1.79,100.0,0
20,15000,CreditCard,Mysore,12.981,77.5894,2.9,35.0,0
22,5000,NetBanking,Mysore,12.961,77.6954,3.35,25.0,4
20,100000,CreditCard,Mysore,12.9673,77.5915,2.16,100.0,0
11,20000,Debit,Mysore,12.9374,77.6197,3.46,20.0,1
22,5000,UPI,Bangalore,12.9226,77.6011,3.96,25.0,3
11,10000,NetBanking,Bangalore,12.9333,77.6201,2.44,10.0,1
20,20000,NetBanking,Mangalore,12.9861,77.5966,1.49,40.0,0
11,15000,NetBanking,Mysore,12.9819,77.5797,0.69,15.0,0
11,20000,Debit,Bangalore,12.9627,77.7089,1.85,20.0,4
14,100000,NetBanking,Mangalore,13.002,77.5907,3.4,100.0,2
20,100000,CreditCard,Bangalore,12.9048,77.6241,2.71,100.0,3
15,20000,NetBanking,Mangalore,12.983,77.6964,1.55,20.0,4
22,15000,UPI,Hubli,12.9671,77.6091,3.44,35.0,0
9,5000,Debit,Mysore,12.951,77.6193,1.55,5.0,1
14,20000,UPI,Bangalore,12.997,77.5772,2.78,20.0,2
21,5000,Debit,Bangalore,12.9582,77.5854,3.45,25.0,0
22,100000,Debit,Bangalore,12.9912,77.5723,2.51,100.0,2
10,20000,NetBanking,Mysore,12.9349,77.6268,3.22,20.0,1
20,100000,Debit,Mysore,12.9871,77.5846,3.27,100.0,0
15,20000,Debit,Mangalore,12.9814,77.5925,2.44,20.0,0
20,20000,NetBanking,Mangalore,12.9595,77.7067,1.09,40.0,4
14,5000,Debit,Mysore,12.99,77.5838,3.55,5.0,2
20,20000,CreditCard,Mysore,12.9617,77.7049,3.69,40.0,4
9,5000,UPI,Hubli,12.9745,77.6192,1.5,5.0,0
21,50000,CreditCard,Hubli,12.9288,77.6192,2.91,70.0,1
21,50000,NetBanking,Mangalore,12.929,77.6189,1.39,70.0,1
10,5000,Debit,Mangalore,12.9652,77.6065,2.88,5.0,0
14,5000,NetBanking,Mangalore,12.9858,77.5889,0.56,5.0,0
16,100000,NetBanking,Mangalore,12.9633,77.5993,2.93,100.0,0
21,10000,NetBanking,Bangalore,12.9661,77.6009,1.29,30.0,0
16,15000,UPI,Bangalore,13.0032,77.5648,1.98,15.0,2
11,100000,NetBanking,Bangalore,12.9507,77.6425,0.51,100.0,1
16,50000,NetBanking,Hubli,12.9655,77.5907,1.78,50.0,0
20,15000,UPI,Mangalore,13.0041,77.5833,0.97,35.0,2
20,5000,Debit,Bangalore,12.9782,77.6147,1.26,25.0,0
11,50000,NetBanking,Hubli,12.9698,77.5866,1.88,50.0,0
20,50000,UPI,Mysore,12.9578,77.5873,2.25,70.0,0
10,5000,NetBanking,Hubli,13.0009,77.5979,1.42,5.0,2
15,15000,NetBanking,Hubli,12.9664,77.5968,1.26,15.0,0
21,5000,UPI,Mysore,12.935,77.6364,3.78,25.0,1
14,100000,CreditCard,Hubli,13.0265,77.5747,3.14,100.0,2
10,100000,UPI,Bangalore,12.9963,77.5904,0.95,100.0,2
10,20000,UPI,Bangalore,12.9784,77.6131,2.92,20.0,0
20,10000,NetBanking,Bangalore,12.9774,77.591,3.42,30.0,0
14,15000,CreditCard,Hubli,12.9775,77.6057,2.24,15.0,0
14,100000,Debit,Mysore,12.9434,77.6296,1.35,100.0,1
10,10000,CreditCard,Bangalore,13.0119,77.5917,1.04,10.0,2
14,50000,UPI,Bangalore,13.015,77.5865,1.42,50.0,2
11,10000,Debit,Mysore,12.9083,77.6115,0.94,10.0,3
16,15000,CreditCard,Mysore,12.9721,77.6918,2.14,15.0,4
14,20000,CreditCard,Mysore,13.0049,77.5761,3.84,20.0,2
21,10000,UPI,Hubli,12.9603,77.7128,2.06,30.0,4
20,15000,Debit,Mangalore,12.9371,77.625,3.77,35.0,1
9,50000,NetBanking,Bangalore,12.958,77.6021,2.83,50.0,0
20,100000,UPI,Hubli,12.9165,77.6316,2.99,100.0,3
15,50000,CreditCard,Mysore,12.9569,77.7022,1.95,50.0,4
15,15000,Debit,Mangalore,12.9741,77.6104,1.29,15.0,0
9,20000,CreditCard,Bangalore,12.9706,77.5974,0.74,20.0,0
20,20000,NetBanking,Bangalore,12.9161,77.6119,0.58,40.0,3
20,5000,NetBanking,Mysore,12.9967,77.5819,0.68,25.0,2
16,5000,NetBanking,Mysore,12.9823,77.5843,1.23,5.0,0
10,5000,NetBanking,Bangalore,12.9613,77.693,1.09,5.0,4
15,50000,NetBanking,Bangalore,12.9836,77.5794,3.97,50.0,0
14,100000,CreditCard,Hubli,12.966,77.5984,3.87,100.0,0
16,5000,NetBanking,Mysore,12.9509,77.6238,1.81,5.0,1
22,15000,CreditCard,Hubli,12.966,77.6134,3.38,35.0,0
21,50000,CreditCard,Mangalore,12.9867,77.558,1.86,70.0,2
10,100000,Debit,Hubli,12.976,77.5896,3.91,100.0,0
11,100000,UPI,Mysore,12.9498,77.7071,0.53,100.0,4
9,10000,Debit,Bangalore,12.9376,77.6189,2.71,10.0,1
22,20000,Debit,Mysore,12.9224,77.6332,3.76,40.0,1
20,10000,CreditCard,Hubli,12.9781,77.5936,1.03,30.0,0
11,100000,Debit,Hubli,13.0197,77.5693,1.95,100.0,2
15,10000,UPI,Mysore,12.9447,77.6931,2.78,10.0,4
9,50000,NetBanking,Bangalore,12.9347,77.6269,1.64,50.0,1
14,10000,Debit,Mysore,12.9692,77.5981,1.5,10.0,0
16,50000,Debit,Hubli,12.9227,77.6389,2.37,50.0,1
22,50000,CreditCard,Mysore,12.9092,77.6212,2.42,70.0,3
14,50000,UPI,Hubli,13.0046,77.5846,1.94,50.0,2
14,15000,Debit,Mangalore,12.9409,77.629,3.06,15.0,1
11,5000,Debit,Hubli,12.978,77.6079,0.79,5.0,0
20,50000,UPI,Hubli,12.9736,77.6017,3.84,70.0,0
14,100000,CreditCard,Hubli,12.9707,77.609,3.04,100.0,0
9,5000,UPI,Mysore,12.9648,77.6126,1.58,5.0,0
15,15000,NetBanking,Mysore,12.9596,77.6857,3.13,15.0,4
22,10000,UPI,Mysore,12.9113,77.6032,1.28,30.0,3
14,20000,Debit,Mangalore,12.9184,77.6035,0.76,20.0,3
9,100000,UPI,Bangalore,12.9307,77.6056,3.63,100.0,1
11,100000,UPI,Hubli,12.9307,77.6003,2.72,100.0,1
22,20000,UPI,Bangalore,12.9854,77.5876,3.18,40.0,2
10,10000,CreditCard,Bangalore,12.9795,77.5989,2.47,10.0,0
16,15000,UPI,Bangalore,12.9503,77.6995,1.18,15.0,4
21,100000,UPI,Mangalore,12.9352,77.6129,0.63,100.0,1
16,10000,Debit,Bangalore,12.9866,77.6034,3.56,10.0,0
14,20000,UPI,Hubli,12.999,77.5803,1.77,20.0,2
16,15000,CreditCard,Mangalore,13.0033,77.5596,1.47,15.0,2
10,100000,NetBanking,Hubli,12.9987,77.5732,0.9,100.0,2
22,15000,Debit,Hubli,12.9616,77.5918,2.79,35.0,0
16,10000,UPI,Bangalore,12.9896,77.601,1.99,10.0,0
14,10000,CreditCard,Bangalore,12.9659,77.6003,1.03,10.0,0
22,50000,UPI,Hubli,12.9856,77.6038,2.62,70.0,0
11,5000,Debit,Mysore,12.9358,77.618,0.94,5.0,1
15,5000,CreditCard,Hubli,12.9786,77.5985,2.06,5.0,0
9,50000,UPI,Mysore,13.0102,77.5864,3.18,50.0,2
22,15000,CreditCard,Mysore,12.9457,77.6191,2.95,35.0,1
10,15000,NetBanking,Mangalore,12.9848,77.5966,3.05,15.0,0
20,50000,NetBanking,Hubli,12.956,77.6176,1.61,70.0,1
11,20000,NetBanking,Mysore,13.0186,77.582,0.92,20.0,2
9,10000,CreditCard,Mysore,12.9287,77.6197,1.42,10.0,1
16,10000,Debit,Mysore,12.9684,77.5988,3.38,10.0,0
16,5000,CreditCard,Mysore,12.9768,77.5889,3.18,5.0,0
10,5000,Debit,Bangalore,12.9714,77.616,2.81,5.0,0
14,5000,Debit,Mangalore,12.9525,77.6289,1.46,5.0,1
11,15000,NetBanking,Bangalore,12.972,77.5958,3.35,15.0,0
9,100000,Debit,Mangalore,12.9413,77.6143,2.79,100.0,1
14,100000,UPI,Mysore,12.9326,77.6078,1.03,100.0,1
22,10000,CreditCard,Hubli,12.9392,77.631,3.97,30.0,1
15,10000,CreditCard,Bangalore,12.9668,77.6103,3.3,10.0,0
11,50000,Debit,Bangalore,12.9593,77.58,0.61,50.0,0
14,10000,CreditCard,Mangalore,12.9738,77.6051,2.52,10.0,0
9,50000,NetBanking,Mangalore,12.9268,77.6054,3.91,50.0,3
16,50000,NetBanking,Mysore,12.9824,77.5942,0.63,50.0,0
11,20000,CreditCard,Hubli,12.9335,77.6333,1.77,20.0,1
20,15000,NetBanking,Bangalore,12.9417,77.6087,3.58,35.0,1
10,50000,UPI,Hubli,12.9748,77.7138,0.53,50.0,4
20,50000,NetBanking,Mysore,12.9289,77.6285,3.91,70.0,1
14,10000,UPI,Mangalore,12.9765,77.5972,1.7,10.0,0
14,100000,NetBanking,Mysore,12.9957,77.5733,2.51,100.0,2
14,20000,Debit,Mysore,12.9713,77.6063,2.02,20.0,0
15,10000,NetBanking,Mangalore,12.977,77.5909,0.6,10.0,0
11,5000,NetBanking,Hubli,12.9177,77.5815,1.08,5.0,3
11,5000,Debit,Hubli,12.9467,77.6071,0.66,5.0,1
16,15000,UPI,Hubli,12.968,77.5834,1.81,15.0,0
11,50000,UPI,Bangalore,12.8971,77.6216,2.69,50.0,3
9,5000,Debit,Bangalore,12.9053,77.6135,3.43,5.0,3
22,50000,Debit,Hubli,13.0007,77.5848,3.87,70.0,2
22,20000,NetBanking,Mysore,12.9108,77.5972,2.76,40.0,3
21,50000,Debit,Mangalore,12.92,77.6051,1.12,70.0,3
14,5000,UPI,Mangalore,12.956,77.5903,3.8,5.0,0
22,15000,CreditCard,Bangalore,12.9866,77.6031,2.72,35.0,0
14,15000,Debit,Hubli,12.9977,77.5765,3.26,15.0,2
20,50000,Debit,Mangalore,12.9568,77.7208,2.32,70.0,4
9,100000,UPI,Hubli,12.939,77.6288,2.21,100.0,1
15,10000,CreditCard,Bangalore,13.0115,77.5824,1.5,10.0,2
20,15000,UPI,Hubli,12.9986,77.578,3.23,35.0,2
21,5000,CreditCard,Mysore,13.0005,77.5796,3.86,25.0,2
20,15000,NetBanking,Hubli,13.0085,77.5805,1.9,35.0,2
20,50000,UPI,Mysore,12.9425,77.6237,3.61,70.0,1
11,20000,UPI,Bangalore,12.9724,77.5746,2.33,20.0,0
20,15000,Debit,Mysore,12.9808,77.5981,0.95,35.0,0
21,15000,Debit,Mysore,12.9816,77.5656,3.56,35.0,0
10,20000,UPI,Hubli,12.9925,77.5932,4.0,20.0,0
14,100000,CreditCard,Hubli,12.9827,77.5842,1.57,100.0,0
20,15000,CreditCard,Mangalore,12.9661,77.6895,1.24,35.0,4
21,10000,NetBanking,Mangalore,12.9538,77.7191,0.52,30.0,4
15,10000,UPI,Mangalore,12.9993,77.5822,2.87,10.0,2
20,50000,Debit,Mangalore,13.0099,77.585,1.98,70.0,2
11,10000,Debit,Hubli,12.9731,77.5982,1.49,10.0,0
14,50000,CreditCard,Mangalore,12.9956,77.594,0.82,50.0,0
15,15000,Debit,Bangalore,12.9372,77.635,1.35,15.0,1
9,5000,Debit,Bangalore,12.9711,77.7119,1.17,5.0,4
22,10000,Debit,Bangalore,13.0076,77.5686,2.17,30.0,2
20,100000,UPI,Mangalore,12.9515,77.613,0.81,100.0,1
16,50000,UPI,Mangalore,12.9382,77.617,0.79,50.0,1
22,5000,UPI,Mangalore,13.0006,77.5833,1.77,25.0,2
16,5000,UPI,Hubli,12.9748,77.5988,3.18,5.0,0
14,20000,NetBanking,Mysore,13.0173,77.5845,2.63,20.0,2
10,50000,CreditCard,Hubli,12.9988,77.5896,0.98,50.0,2
15,5000,UPI,Bangalore,12.9719,77.6877,3.04,5.0,4
21,50000,NetBanking,Mangalore,13.0072,77.587,2.6,70.0,2
16,15000,UPI,Mysore,12.957,77.7138,3.59,15.0,4
9,5000,UPI,Bangalore,12.9085,77.6113,3.42,5.0,3
16,15000,NetBanking,Hubli,12.9335,77.6247,3.1,15.0,1
14,50000,Debit,Bangalore,12.9902,77.5656,2.63,50.0,2
11,5000,CreditCard,Mangalore,12.9875,77.5861,3.95,5.0,0
10,10000,Debit,Mangalore,12.9617,77.5731,4.0,10.0,0
11,10000,Debit,Mysore,12.9288,77.6113,0.72,10.0,1
21,15000,UPI,Hubli,12.988,77.6047,1.03,35.0,0
11,15000,NetBanking,Hubli,12.9283,77.647,2.91,15.0,1
11,5000,NetBanking,Bangalore,12.9814,77.5914,3.54,5.0,0
21,15000,NetBanking,Bangalore,12.9466,77.6175,1.54,35.0,0
16,5000,UPI,Bangalore,12.9577,77.5781,2.19,5.0,0
14,15000,Debit,Hubli,12.9818,77.619,1.55,15.0,0
16,100000,CreditCard,Mangalore,12.949,77.6301,1.7,100.0,1
10,20000,Debit,Mangalore,12.9659,77.7085,2.34,20.0,4
10,100000,UPI,Hubli,13.0088,77.5828,1.13,100.0,2
21,15000,NetBanking,Bangalore,12.9726,77.594,2.17,35.0,0
16,50000,NetBanking,Bangalore,12.9641,77.5918,1.01,50.0,0
20,100000,CreditCard,Mangalore,12.9547,77.5936,1.83,100.0,0
10,10000,NetBanking,Mangalore,12.9913,77.569,3.19,10.0,2
10,20000,UPI,Mysore,12.937,77.6384,3.75,20.0,1
11,20000,Debit,Mangalore,12.9444,77.6088,3.27,20.0,1
11,20000,Debit,Mangalore,12.9617,77.604,1.75,20.0,0
21,50000,CreditCard,Mysore,12.9618,77.5924,0.94,70.0,0
15,15000,CreditCard,Hubli,12.9771,77.5849,2.1,15.0,0
21,20000,NetBanking,Bangalore,12.9727,77.5813,3.64,40.0,0
22,10000,CreditCard,Hubli,12.9952,77.5832,1.89,30.0,2
10,50000,CreditCard,Hubli,12.8941,77.6144,1.67,50.0,3
14,100000,CreditCard,Bangalore,12.9714,77.6001,2.02,100.0,0
15,15000,NetBanking,Hubli,13.0034,77.5936,3.91,15.0,2
22,50000,NetBanking,Mysore,12.9729,77.5903,3.0,70.0,0
16,100000,UPI,Bangalore,12.9728,77.6,2.26,100.0,0
22,5000,UPI,Bangalore,12.9721,77.595,3.72,25.0,0
22,5000,NetBanking,Mangalore,12.9942,77.5734,2.06,25.0,2
20,10000,NetBanking,Mysore,12.9576,77.6121,3.2,30.0,0
16,15000,UPI,Mysore,12.8976,77.6031,3.69,15.0,3
20,50000,Debit,Mysore,12.928,77.6334,3.21,70.0,1
21,10000,NetBanking,Mysore,12.9323,77.637,2.39,30.0,1
11,10000,Debit,Hubli,12.9945,77.5828,1.43,10.0,2
21,10000,UPI,Hubli,12.9632,77.6161,2.01,30.0,0
21,20000,NetBanking,Bangalore,12.9233,77.6276,1.92,40.0,1
21,10000,UPI,Hubli,13.0075,77.5841,0.9,30.0,2
11,5000,UPI,Mysore,12.9081,77.6087,2.57,5.0,3
14,5000,Debit,Mysore,12.972,77.5931,0.69,5.0,0
22,15000,CreditCard,Hubli,12.9812,77.6167,1.74,35.0,0
9,100000,CreditCard,Mysore,12.966,77.5809,1.09,100.0,0
21,5000,Debit,Mysore,12.9091,77.6358,1.31,25.0,3
15,50000,CreditCard,Mysore,12.9636,77.611,2.96,50.0,0
9,5000,NetBanking,Mysore,13.018,77.5745,1.62,5.0,2
15,100000,UPI,Hubli,12.9773,77.6109,1.84,100.0,0
16,20000,Debit,Mangalore,12.9562,77.698,2.97,20.0,4
22,5000,CreditCard,Mysore,12.9954,77.5699,3.35,25.0,2
11,20000,CreditCard,Hubli,12.9287,77.6123,1.37,20.0,1
10,5000,CreditCard,Bangalore,13.0015,77.5723,3.92,5.0,2
16,5000,UPI,Mysore,12.9375,77.6089,1.85,5.0,1
10,100000,NetBanking,Mangalore,12.9633,77.7083,2.73,100.0,4
15,15000,Debit,Mangalore,12.9517,77.5983,2.46,15.0,0
16,15000,Debit,Mysore,12.9839,77.5825,3.47,15.0,0
20,50000,UPI,Mysore,12.9267,77.6142,3.98,70.0,3
11,10000,UPI,Mangalore,12.9645,77.594,1.49,10.0,0
14,50000,UPI,Mysore,12.9772,77.5954,0.74,50.0,0
15,15000,NetBanking,Bangalore,12.977,77.5854,3.32,15.0,0
22,15000,UPI,Mangalore,13.0029,77.5659,2.27,35.0,2
10,50000,CreditCard,Mangalore,12.9341,77.6155,0.75,50.0,1
14,10000,Debit,Mysore,12.9938,77.5924,2.96,10.0,2
11,100000,NetBanking,Mangalore,12.9825,77.6007,1.93,100.0,0
21,15000,NetBanking,Mysore,12.8991,77.6068,1.41,35.0,3
20,10000,NetBanking,Bangalore,12.9721,77.7014,3.46,30.0,4
11,15000,Debit,Mangalore,13.0244,77.5839,1.28,15.0,2
15,100000,Debit,Hubli,13.0031,77.5769,1.12,100.0,2
21,15000,Debit,Mysore,13.0025,77.5785,2.42,35.0,2
16,15000,CreditCard,Mangalore,12.9671,77.7096,2.2,15.0,4
22,50000,UPI,Hubli,12.9933,77.5667,1.79,70.0,2
22,100000,Debit,Hubli,12.9532,77.5997,2.7,100.0,0
16,5000,Debit,Bangalore,12.9606,77.5731,2.98,5.0,0
10,50000,CreditCard,Bangalore,12.9139,77.6349,3.95,50.0,3
16,20000,NetBanking,Mysore,12.9351,77.6329,0.84,20.0,1
22,15000,CreditCard,Mysore,12.9724,77.5936,3.75,35.0,0
14,10000,NetBanking,Mangalore,12.9808,77.5917,3.27,10.0,0
15,10000,UPI,Mysore,12.9743,77.5978,2.77,10.0,0
15,20000,UPI,Hubli,12.9649,77.6045,2.79,20.0,0
14,100000,UPI,Mysore,12.9335,77.6169,0.8,100.0,1
16,100000,UPI,Hubli,13.0066,77.571,3.1,100.0,2
21,10000,Debit,Hubli,12.9719,77.5945,2.91,30.0,0
21,5000,UPI,Mysore,12.9461,77.6292,3.52,25.0,1
11,5000,Debit,Hubli,13.0009,77.5882,2.47,5.0,2
22,10000,UPI,Mysore,12.9239,77.6156,2.91,30.0,3
21,50000,UPI,Hubli,12.9353,77.6114,1.96,70.0,1
21,5000,Debit,Mangalore,12.9609,77.5915,3.59,25.0,0
22,50000,UPI,Mysore,12.9951,77.5781,1.98,70.0,2
22,15000,NetBanking,Bangalore,12.9358,77.6298,3.0,35.0,1
9,10000,UPI,Mangalore,12.9093,77.6149,3.53,10.0,3
14,100000,NetBanking,Mangalore,13.0018,77.5602,1.13,100.0,2
16,50000,UPI,Mangalore,12.9622,77.5932,3.24,50.0,0
10,100000,NetBanking,Mysore,12.9479,77.706,0.65,100.0,4
10,100000,Debit,Mysore,12.9869,77.6068,1.11,100.0,0
9,10000,CreditCard,Mysore,12.9695,77.6095,0.68,10.0,0
15,100000,UPI,Hubli,13.0027,77.5766,1.57,100.0,2
10,5000,NetBanking,Hubli,12.9655,77.5916,3.61,5.0,0
20,15000,CreditCard,Bangalore,12.9973,77.5817,2.05,35.0,2
10,5000,CreditCard,Bangalore,12.9732,77.5946,1.87,5.0,0
9,10000,Debit,Hubli,12.976,77.6065,1.72,10.0,0
10,15000,Debit,Mangalore,13.0107,77.5652,0.98,15.0,2
11,20000,NetBanking,Mysore,12.9757,77.5893,0.71,20.0,2
10,10000,UPI,Bangalore,12.8963,77.6078,0.91,10.0,3
16,100000,UPI,Mysore,12.9483,77.682,2.83,100.0,4
15,10000,CreditCard,Mysore,13.0066,77.5876,1.19,10.0,2
20,5000,UPI,Bangalore,12.9042,77.5841,3.55,25.0,3
16,10000,Debit,Hubli,12.9661,77.5985,2.42,10.0,0
10,100000,CreditCard,Mangalore,12.9568,77.5964,2.79,100.0,0
10,20000,Debit,Bangalore,12.9714,77.6004,3.9,20.0,0
10,20000,UPI,Mangalore,12.9364,77.6148,2.61,20.0,1
15,15000,CreditCard,Hubli,12.9836,77.593,0.56,15.0,0
15,15000,Debit,Mangalore,12.9349,77.6152,0.56,15.0,1
9,20000,CreditCard,Hubli,12.9968,77.5712,2.07,20.0,2
15,100000,UPI,Mangalore,12.9583,77.7171,3.2,100.0,4
10,100000,NetBanking,Mysore,12.9579,77.5785,1.82,100.0,0
16,5000,NetBanking,Hubli,12.9499,77.6224,1.38,5.0,1
9,100000,NetBanking,Mangalore,12.9533,77.7104,1.05,100.0,4
21,5000,UPI,Bangalore,12.9039,77.6283,0.57,25.0,3
11,15000,NetBanking,Bangalore,12.942,77.6196,1.37,15.0,1
21,100000,CreditCard,Hubli,12.9816,77.6939,0.62,100.0,4
20,15000,Debit,Hubli,12.979,77.5976,1.5,35.0,0
11,50000,CreditCard,Hubli,12.923,77.6256,0.86,50.0,3
9,100000,NetBanking,Mangalore,12.9719,77.5871,0.95,100.0,0
21,15000,Debit,Mysore,12.9762,77.5878,3.41,35.0,0
20,20000,CreditCard,Hubli,12.9917,77.596,2.54,40.0,0
11,100000,UPI,Bangalore,12.9315,77.6263,3.42,100.0,1
9,50000,CreditCard,Mysore,12.8965,77.6003,3.5,50.0,3
20,20000,CreditCard,Mangalore,13.0132,77.5734,1.1,40.0,2
20,10000,UPI,Bangalore,12.9611,77.6,1.25,30.0,0
11,10000,UPI,Mangalore,12.9471,77.6317,0.6,10.0,1
21,10000,CreditCard,Bangalore,12.9816,77.587,2.05,30.0,0
10,10000,NetBanking,Hubli,12.921,77.6395,2.71,10.0,1
21,15000,Debit,Hubli,12.9684,77.5921,1.74,35.0,0
21,10000,Debit,Hubli,12.9849,77.6002,2.18,30.0,0
21,10000,NetBanking,Mangalore,12.9646,77.7217,1.48,30.0,4
11,10000,NetBanking,Hubli,12.9652,77.6039,2.59,10.0,0
14,20000,CreditCard,Hubli,12.9358,77.6272,0.6,20.0,1
11,10000,UPI,Mysore,12.9253,77.6151,3.3,10.0,3
10,100000,NetBanking,Mysore,12.977,77.6053,1.78,100.0,0
22,15000,NetBanking,Mysore,12.968,77.5862,3.65,35.0,0
22,5000,UPI,Mangalore,12.9612,77.5749,2.47,25.0,0
16,5000,UPI,Mangalore,12.9922,77.5836,0.62,5.0,0
22,15000,UPI,Bangalore,12.933,77.6217,2.37,35.0,1
15,50000,UPI,Mysore,12.9747,77.6028,1.89,50.0,0
11,20000,UPI,Mangalore,13.0098,77.5742,2.06,20.0,2
15,10000,Debit,Hubli,12.9699,77.5974,3.37,10.0,0
14,20000,Debit,Mangalore,12.9691,77.6107,2.27,20.0,0
14,5000,UPI,Hubli,12.9401,77.6318,2.12,5.0,1
22,20000,CreditCard,Mysore,13.0078,77.5917,3.45,40.0,2
11,5000,NetBanking,Mysore,12.9734,77.5816,1.39,5.0,0
14,15000,Debit,Mangalore,12.964,77.6935,0.61,15.0,4
10,20000,NetBanking,Mysore,12.9959,77.5859,2.23,20.0,2
15,100000,UPI,Mysore,13.0136,77.5802,1.28,100.0,2
14,20000,NetBanking,Mysore,12.9631,77.717,2.25,20.0,4
20,15000,Debit,Mangalore,12.974,77.6206,1.74,35.0,0
9,100000,CreditCard,Bangalore,12.9773,77.577,1.98,100.0,0
11,100000,NetBanking,Mysore,12.9175,77.6138,0.97,100.0,3
16,15000,NetBanking,Mangalore,12.9729,77.7067,0.72,15.0,4
11,15000,NetBanking,Mangalore,12.9338,77.6123,3.87,15.0,1
10,20000,Debit,Mysore,12.9331,77.616,3.46,20.0,1
14,5000,CreditCard,Mangalore,12.9658,77.6005,2.62,5.0,0
22,100000,UPI,Mangalore,12.9519,77.6284,1.51,100.0,1
21,5000,CreditCard,Hubli,12.9232,77.6289,1.25,25.0,1
22,50000,Debit,Hubli,12.922,77.6039,2.09,70.0,3
9,15000,Debit,Mangalore,12.9703,77.5947,1.19,15.0,0
16,15000,Debit,Hubli,12.9638,77.6011,2.94,15.0,0
20,15000,CreditCard,Mysore,12.9588,77.7042,1.27,35.0,4
14,15000,CreditCard,Hubli,12.9627,77.5902,1.72,15.0,0
21,50000,NetBanking,Bangalore,12.9424,77.6208,3.9,70.0,1
14,100000,CreditCard,Hubli,12.9273,77.606,2.44,100.0,3
20,10000,UPI,Mangalore,13.0034,77.5893,1.35,30.0,2
21,20000,NetBanking,Mangalore,12.9574,77.577,3.52,40.0,0
22,50000,Debit,Mysore,12.9447,77.7126,3.35,70.0,4
21,20000,NetBanking,Hubli,12.9957,77.6056,3.03,40.0,2
22,100000,UPI,Mangalore,12.966,77.5964,3.06,100.0,0
22,100000,CreditCard,Bangalore,12.9254,77.6301,1.46,100.0,3
14,20000,Debit,Mysore,12.9806,77.7121,0.78,20.0,4
9,50000,NetBanking,Hubli,12.9818,77.6005,1.53,50.0,0
16,5000,UPI,Mangalore,12.9678,77.6945,2.95,5.0,4
11,100000,NetBanking,Mangalore,12.993,77.58,2.17,100.0,2
9,5000,CreditCard,Bangalore,12.9583,77.6955,2.58,5.0,4
14,5000,UPI,Mysore,12.917,77.6196,3.18,5.0,3
10,10000,UPI,Hubli,12.9361,77.6393,0.65,10.0,1
10,15000,Debit,Mysore,12.9602,77.5927,1.95,15.0,0
14,20000,UPI,Bangalore,12.9644,77.5759,2.96,20.0,0
20,15000,NetBanking,Bangalore,12.9708,77.5934,0.95,35.0,0
21,20000,CreditCard,Mysore,13.0163,77.5863,1.28,40.0,2
10,50000,NetBanking,Bangalore,12.991,77.5985,1.95,50.0,2
16,5000,CreditCard,Bangalore,12.9838,77.6004,3.91,5.0,0
22,20000,CreditCard,Mangalore,12.9329,77.6149,1.24,40.0,1
16,10000,UPI,Mysore,12.9975,77.5909,1.61,10.0,2
15,10000,NetBanking,Mangalore,12.9788,77.7154,0.82,10.0,4
11,15000,UPI,Mysore,12.9667,77.5834,3.37,15.0,0
22,5000,CreditCard,Hubli,12.973,77.5769,1.41,25.0,0
14,10000,Debit,Hubli,12.9384,77.623,2.09,10.0,1
22,10000,Debit,Bangalore,12.9053,77.5941,1.59,30.0,3
16,50000,NetBanking,Bangalore,13.0063,77.5747,1.91,50.0,2
20,10000,CreditCard,Mysore,12.9599,77.5659,1.34,30.0,0
9,5000,NetBanking,Mysore,13.0009,77.5977,2.18,5.0,2
22,10000,Debit,Mysore,12.9882,77.59,3.18,30.0,0
21,10000,NetBanking,Bangalore,12.9656,77.5993,3.93,30.0,0
16,100000,UPI,Hubli,12.9912,77.583,1.88,100.0,2
16,50000,NetBanking,Mysore,12.9793,77.6069,0.59,50.0,0
9,20000,CreditCard,Hubli,12.9706,77.5926,2.44,20.0,0
20,10000,Debit,Bangalore,12.9512,77.6917,0.99,30.0,4
15,100000,UPI,Mangalore,12.9693,77.5983,2.72,100.0,0
11,20000,NetBanking,Mangalore,12.9691,77.692,2.85,20.0,4
11,20000,NetBanking,Mysore,13.0161,77.5773,2.15,20.0,2
9,15000,CreditCard,Hubli,12.9714,77.5871,2.25,15.0,0
21,10000,UPI,Mysore,12.9474,77.6034,2.78,30.0,0
9,50000,Debit,Mysore,12.979,77.5918,2.22,50.0,0
9,15000,NetBanking,Hubli,12.9107,77.6152,2.1,15.0,3
14,5000,NetBanking,Hubli,12.956,77.5893,3.89,5.0,0
21,100000,CreditCard,Mangalore,13.0091,77.5675,2.18,100.0,2
11,10000,NetBanking,Hubli,13.0041,77.5664,2.51,10.0,2
10,5000,CreditCard,Mangalore,12.9647,77.6996,1.54,5.0,4
10,50000,UPI,Bangalore,12.9554,77.6062,3.76,50.0,0
